month,staff,type,card_type,amount,tip,total
june,AM Bar,Cash,,112.94,0,112.94
june,KJ V,Credit Card,Mastercard,37,7,44
june,Alexis F,Credit Card,Visa,39.22,10,49.22
june,Clay  R,Cash,,85.76,0,85.76
june,AM Bar,Cash,,63.6,0,63.6
june,KJ V,Cash,,34.19,0,34.19
june,AM Bar,Credit Card,Amex,57.56,17.44,75
june,Alexis F,Credit Card,Visa,78.72,16,94.72
june,AM Bar,Credit Card,Visa,61.74,0,61.74
june,Clay  R,Credit Card,Mastercard,107.28,0,107.28
june,Clay  R,Credit Card,Visa,53.24,13,66.24
june,Clay  R,Credit Card,Mastercard,55.12,10.88,66
june,AM Bar,Credit Card,Visa,34.98,0,34.98
june,Alexis F,Credit Card,Visa,64.39,13,77.39
june,Alexis F,Credit Card,Visa,56.97,11,67.97
june,AM Bar,Credit Card,Visa,74.58,0,74.58
june,Take Out,Credit Card,Mastercard,46.64,0,46.64
june,AM Bar,Credit Card,Visa,82.82,17,99.82
june,Clay  R,Credit Card,Discover,172.97,35,207.97
june,AM Bar,Credit Card,Amex,154.36,35,189.36
june,AM Bar,Credit Card,Visa,34.08,7,41.08
june,Matt G,Custom Tender,,7155,0,7155
june,Take Out,Credit Card,Mastercard,74.2,6,80.2
june,AM Bar,Cash,,10,0,10
june,AM Bar,Gift Card,,43.46,0,43.46
june,Clay  R,Cash,,3.71,0,3.71
june,AM Bar,Cash,,6.25,0,6.25
june,Take Out,Credit Card,Visa,11.66,0,11.66
june,AM Bar,Cash,,80.56,0,80.56
june,Alexis F,Credit Card,Visa,33.92,4,37.92
june,Alexis F,Credit Card,Visa,155.82,32,187.82
june,Alexis F,Credit Card,Visa,61.27,12,73.27
june,AM Bar,Cash,,115.22,0,115.22
june,AM Bar,Gift Card,,10,0,10
june,AM Bar,Credit Card,Amex,55.95,0,55.95
june,AM Bar,Cash,,28,0,28
june,AM Bar,Credit Card,Mastercard,53.63,11,64.63
june,Take Out,Credit Card,Visa,37.1,3.5,40.6
june,AM Bar,Credit Card,Mastercard,17,0,17
june,Alexis F,Credit Card,Amex,36.57,0,36.57
june,Alexis F,Cash,,133.67,0,133.67
june,AM Bar,Cash,,0,0,0
june,Take Out,Credit Card,Discover,150,0,150
june,Alexis F,Credit Card,Visa,34.98,6,40.98
june,Brianna  K,Credit Card,Visa,65.02,0,65.02
june,Take Out,Credit Card,Visa,47.7,0,47.7
june,AM Bar,Credit Card,Visa,39.93,12,51.93
june,AM Bar,Credit Card,Visa,18.75,2,20.75
june,AM Bar,Credit Card,Visa,46.37,0,46.37
june,Alexis F,Credit Card,Mastercard,65.4,15,80.4
june,AM Bar,Cash,,5,0,5
june,AM Bar,Credit Card,Mastercard,80.36,16,96.36
june,Take Out,Credit Card,Amex,28.62,0,28.62
june,AM Bar,Credit Card,Amex,43.15,10,53.15
june,AM Bar,Credit Card,Visa,18.02,0,18.02
june,Monica G,Credit Card,Mastercard,57.14,0,57.14
june,Heather C,Gift Card,,30,0,30
june,Take Out,Credit Card,Mastercard,60.42,0,60.42
june,Heather C,Credit Card,Visa,40.71,15,55.71
june,AM Bar,Cash,,8.5,0,8.5
june,AM Bar,Credit Card,Mastercard,19.89,20,39.89
june,AM Bar,Credit Card,Mastercard,23.95,0,23.95
june,Brianna  K,Credit Card,Visa,74.42,15,89.42
june,Brianna  K,Credit Card,Amex,74.42,20,94.42
june,Alec M,Credit Card,Mastercard,37.74,8,45.74
june,Alexis F,Gift Card,,50,0,50
june,Jean P,Credit Card,Visa,83.07,21,104.07
june,Alexis F,Credit Card,Amex,67,10,77
june,Monica G,Credit Card,Amex,111.16,22,133.16
june,Monica G,Credit Card,Amex,116.91,0,116.91
june,Alexis F,Credit Card,Mastercard,12.54,0,12.54
june,Alexis F,Credit Card,Mastercard,116.58,0,116.58
june,Alec M,Credit Card,Amex,201.22,40,241.22
june,Alec M,Credit Card,Mastercard,86.66,17,103.66
june,Jean P,Credit Card,Amex,104.34,22.66,127
june,Heather C,Gift Card,,100,0,100
june,Heather C,Cash,,43.31,0,43.31
june,AM Bar,Cash,,50.28,0,50.28
june,Jean P,Credit Card,Visa,48.3,10,58.3
june,Brianna  K,Credit Card,Visa,240.06,50,290.06
june,Monica G,Credit Card,Mastercard,49.82,0,49.82
june,Heather C,Credit Card,Visa,183.72,40,223.72
june,Alec M,Credit Card,Mastercard,68.69,0,68.69
june,Monica G,Credit Card,Mastercard,77.68,15,92.68
june,Heather C,Credit Card,Visa,114,0,114
june,Heather C,Credit Card,Mastercard,42,0,42
june,Monica G,Credit Card,Visa,77.68,16,93.68
june,Heather C,Credit Card,Mastercard,42,0,42
june,Heather C,Cash,,55.7,0,55.7
june,Heather C,Credit Card,Visa,205.07,40,245.07
june,Heather C,Cash,,56.8,0,56.8
june,Heather C,Credit Card,Visa,47.6,12,59.6
june,Alexis F,Credit Card,Visa,124.96,25,149.96
june,Jean P,Credit Card,Amex,96.07,20,116.07
june,Alec M,Credit Card,Mastercard,113.53,0,113.53
june,Take Out,Credit Card,Visa,8,0,8
june,Alexis F,Credit Card,Visa,75.12,15,90.12
june,AM Bar,Gift Card,,50,0,50
june,AM Bar,Cash,,20.04,0,20.04
june,Monica G,Credit Card,Amex,232.74,50,282.74
june,AM Bar,Credit Card,Visa,111.94,23,134.94
june,Jean P,Credit Card,Visa,508.46,101,609.46
june,Monica G,Cash,,42.55,0,42.55
june,Take Out,Cash,,7.95,0,7.95
june,Brianna  K,Credit Card,Mastercard,240,50,290
june,AM Bar,Cash,,18.1,0,18.1
june,Take Out,Credit Card,Visa,7.95,0,7.95
june,AM Bar,Credit Card,Visa,94.81,10.19,105
june,Alec M,Credit Card,Visa,190.44,40,230.44
june,Jean P,Credit Card,Mastercard,83.72,50,133.72
june,Alexis F,Cash,,62.32,0,62.32
june,Monica G,Credit Card,Visa,200.97,50.03,251
june,Alec M,Cash,,7.42,0,7.42
june,Brianna  K,Credit Card,Visa,180.06,36,216.06
june,Take Out,Credit Card,Mastercard,777,0,777
june,Heather C,Credit Card,Visa,143.32,18.68,162
june,Alexis F,Cash,,53.27,0,53.27
june,AM Bar,Credit Card,Mastercard,61.78,20,81.78
june,AM Bar,Cash,,0,0,0
june,Alexis F,Credit Card,Visa,75.76,25,100.76
june,Brianna  K,Credit Card,Visa,13.78,0,13.78
june,Alexis F,Credit Card,Mastercard,95.62,20,115.62
june,AM Bar,Credit Card,Mastercard,13,4,17
june,Jean P,Cash,,8.48,0,8.48
june,Jean P,Cash,,10.6,0,10.6
june,Jean P,Cash,,7.42,0,7.42
june,AM Bar,Credit Card,Visa,56,0,56
june,Heather C,Cash,,5.3,0,5.3
june,AM Bar,Cash,,19,0,19
june,AM Bar,Cash,,0,0,0
june,AM Bar,Cash,,0,0,0
june,AM Bar,Cash,,11.25,0,11.25
june,Jamie S,Credit Card,Mastercard,23.51,5,28.51
june,Jamie S,Credit Card,Visa,23.52,6,29.52
june,Nick  D,Cash,,67.31,0,67.31
june,AM Bar,Credit Card,Mastercard,33.92,7,40.92
june,AM Bar,Credit Card,Visa,74.1,14,88.1
june,AM Bar,Credit Card,Visa,83.66,16.34,100
june,AM Bar,Credit Card,Visa,26.5,5,31.5
june,AM Bar,Credit Card,Amex,30.74,7,37.74
june,Jamie S,Credit Card,Visa,47.55,0,47.55
june,Nick  D,Credit Card,Mastercard,209.67,38.33,248
june,AM Bar,Cash,,48.23,0,48.23
june,Nick  D,Credit Card,Visa,57.14,11,68.14
june,Jenna D,Credit Card,Visa,15.9,4,19.9
june,Jenna D,Credit Card,Visa,15.9,4,19.9
june,AM Bar,Cash,,65,0,65
june,Jean P,Credit Card,Visa,89.89,15,104.89
june,Jean P,Credit Card,Amex,86.66,16,102.66
june,AM Bar,Credit Card,Amex,40.18,10,50.18
june,Nick  D,Credit Card,Visa,94.52,20,114.52
june,Jamie S,Credit Card,Mastercard,21.15,4,25.15
june,Jamie S,Credit Card,Visa,21.15,4,25.15
june,Jamie S,Cash,,97.31,0,97.31
june,Jenna D,Credit Card,Visa,115.09,0,115.09
june,Jenna D,Credit Card,Visa,105,25,130
june,Nick  D,Credit Card,Mastercard,50.09,10,60.09
june,Jean P,Credit Card,Visa,49.82,9,58.82
june,Jenna D,Credit Card,Mastercard,33.92,21.08,55
june,Jean P,Credit Card,Visa,433.14,100,533.14
june,AM Bar,Credit Card,Visa,26.9,7,33.9
june,Jean P,Credit Card,Visa,57.24,0,57.24
june,AM Bar,Credit Card,Visa,49.28,12,61.28
june,Take Out,Credit Card,Visa,100,0,100
june,Jamie S,Credit Card,Mastercard,303.87,66.13,370
june,Jamie S,Credit Card,Visa,96.75,20,116.75
june,AM Bar,Credit Card,Amex,36.04,7,43.04
june,Nick  D,Cash,,75.58,0,75.58
june,Jenna D,Cash,,97.42,0,97.42
june,Jamie S,Credit Card,Visa,123.92,0,123.92
june,AM Bar,Credit Card,Visa,116.76,22,138.76
june,Jenna D,Credit Card,Visa,275.45,60,335.45
june,AM Bar,Credit Card,Visa,24.38,7,31.38
june,Jenna D,Credit Card,Visa,20.41,5,25.41
june,Jenna D,Credit Card,Visa,28.52,0,28.52
june,Nick  D,Credit Card,Amex,60.64,0,60.64
june,Jenna D,Cash,,22.16,0,22.16
june,Jenna D,Cash,,22.26,0,22.26
june,Jenna D,Cash,,19.08,0,19.08
june,Jenna D,Cash,,18.98,0,18.98
june,Jenna D,Cash,,20.14,0,20.14
june,Jenna D,Cash,,27.56,0,27.56
june,Take Out,Credit Card,Visa,399.6,0,399.6
june,AM Bar,Cash,,62,0,62
june,Jean P,Gift Card,,6.89,0,6.89
june,AM Bar,Credit Card,Visa,62.91,0,62.91
june,AM Bar,Cash,,47.49,0,47.49
june,Jenna D,Cash,,147.24,0,147.24
june,Take Out,Credit Card,Mastercard,38.16,0,38.16
june,AM Bar,Credit Card,Mastercard,14.7,3,17.7
june,AM Bar,Credit Card,Visa,14.7,3,17.7
june,Nick  D,Credit Card,Visa,63.62,14,77.62
june,AM Bar,Credit Card,Visa,63.67,20,83.67
june,Nick  D,Credit Card,Visa,71.55,14,85.55
june,Take Out,Cash,,75,0,75
june,Jamie S,Cash,,34.98,0,34.98
june,Nick  D,Credit Card,Visa,31.8,9,40.8
june,Jenna D,Credit Card,Visa,81.62,18,99.62
june,Brianna  K,Cash,,53.75,0,53.75
june,AM Bar,Credit Card,Mastercard,16,8,24
june,Brianna  K,Cash,,59.36,0,59.36
june,AM Bar,Cash,,29.5,0,29.5
june,AM Bar,Cash,,46.75,0,46.75
june,Andrew S,Custom Tender,,252,0,252
june,Jenna D,Credit Card,Visa,92.42,20,112.42
june,AM Bar,Credit Card,Visa,71.78,0,71.78
june,Jenna D,Credit Card,Visa,118.08,24,142.08
june,Jenna D,Cash,,1.33,0,1.33
june,AM Bar,Cash,,35.96,0,35.96
june,AM Bar,Cash,,84.98,0,84.98
june,Take Out,Credit Card,Mastercard,39.22,15,54.22
june,Jamie S,Cash,,56.59,0,56.59
june,AM Bar,Cash,,12,0,12
june,AM Bar,Cash,,6,0,6
june,AM Bar,Cash,,5.5,0,5.5
june,AM Bar,Cash,,11,0,11
june,AM Bar,Cash,,6.5,0,6.5
june,AM Bar,Credit Card,Visa,31.7,6,37.7
june,AM Bar,Credit Card,Visa,31.7,6,37.7
june,AM Bar,Cash,,6.75,0,6.75
june,AM Bar,Credit Card,Mastercard,7,3,10
june,AM Bar,Credit Card,Visa,21.25,4,25.25
june,Nick  D,Credit Card,Visa,64.12,13,77.12
june,AM Bar,Credit Card,Visa,39.43,8,47.43
june,AM Bar,Credit Card,Mastercard,28.42,20,48.42
june,AM Bar,Cash,,15.98,0,15.98
june,AM Bar,Cash,,11,0,11
june,AM Bar,Credit Card,Mastercard,45.08,8,53.08
june,Take Out,Credit Card,Mastercard,29.68,0,29.68
june,AM Bar,Credit Card,Mastercard,23.32,10,33.32
june,Take Out,Credit Card,Mastercard,45.58,8,53.58
june,AM Bar,Credit Card,Mastercard,64.55,13,77.55
june,AM Bar,Credit Card,Visa,30,0,30
june,AM Bar,Credit Card,Mastercard,46.63,10,56.63
june,Brianna  K,Credit Card,Mastercard,27.17,6,33.17
june,Brianna  K,Credit Card,Visa,27.18,6,33.18
june,Taryn R,Credit Card,Visa,49.29,0,49.29
june,Brianna  K,Credit Card,Visa,53.52,0,53.52
june,Jenna D,Gift Card,,71.56,0,71.56
june,Jenna D,Cash,,10.17,0,10.17
june,Taryn R,Credit Card,Visa,99.11,25,124.11
june,Brianna  K,Credit Card,Mastercard,99.38,20,119.38
june,Nick  D,Credit Card,Discover,104.06,25,129.06
june,Take Out,Cash,,16.96,0,16.96
june,AM Bar,Credit Card,Visa,56.24,10,66.24
june,Jenna D,Credit Card,Visa,102.68,30,132.68
june,Jenna D,Credit Card,Visa,42.4,8,50.4
june,Take Out,Cash,,7.42,0,7.42
june,AM Bar,Credit Card,Visa,118.64,0,118.64
june,Jamie S,Cash,,24.49,0,24.49
june,Jamie S,Cash,,29.68,0,29.68
june,Jamie S,Credit Card,Mastercard,34.44,6,40.44
june,Jamie S,Cash,,26.5,0,26.5
june,Jamie S,Cash,,33.92,0,33.92
june,Jamie S,Cash,,40.28,0,40.28
june,Nick  D,Credit Card,Mastercard,121.7,25,146.7
june,Jenna D,Credit Card,Visa,79.38,20,99.38
june,Taryn R,Credit Card,Visa,37.24,7.76,45
june,Andrew S,Credit Card,Mastercard,168.43,36,204.43
june,Jamie S,Credit Card,Discover,99.9,20,119.9
june,AM Bar,Credit Card,Mastercard,54.74,11,65.74
june,Nick  D,Credit Card,Mastercard,61.15,13,74.15
june,AM Bar,Cash,,22.9,0,22.9
june,Andrew S,Cash,,324.46,0,324.46
june,Taryn R,Credit Card,Visa,127.36,20,147.36
june,Take Out,Credit Card,Mastercard,40.28,8,48.28
june,Nick  D,Credit Card,Mastercard,60.13,10.5,70.63
june,Brianna  K,Credit Card,Visa,50.3,0,50.3
june,Nick  D,Credit Card,Mastercard,67.84,15,82.84
june,Jamie S,Credit Card,Visa,255.72,50,305.72
june,Jenna D,Gift Card,,50,0,50
june,Jenna D,Credit Card,Visa,9.95,15,24.95
june,AM Bar,Credit Card,Visa,48,10,58
june,Andrew S,Credit Card,Visa,60.58,12,72.58
june,AM Bar,Credit Card,Visa,72.64,15,87.64
june,AM Bar,Cash,,10.5,0,10.5
june,AM Bar,Credit Card,Visa,19.36,5,24.36
june,Brianna  K,Cash,,114.72,0,114.72
june,Taryn R,Credit Card,Amex,107.1,20,127.1
june,AM Bar,Cash,,8,0,8
june,Jamie S,Credit Card,Visa,64.66,0,64.66
june,Jenna D,Cash,,54.41,0,54.41
june,AM Bar,Credit Card,Visa,49.72,12,61.72
june,Andrew S,Credit Card,Visa,329.23,66.77,396
june,Jenna D,Credit Card,Amex,226.86,60,286.86
june,Brianna  K,Credit Card,Visa,7.95,0,7.95
june,AM Bar,Credit Card,Visa,101.99,25.01,127
june,AM Bar,Credit Card,Visa,69.59,0,69.59
june,Take Out,Cash,,5.83,0,5.83
june,AM Bar,Credit Card,Visa,55.54,11,66.54
june,AM Bar,Cash,,8.48,0,8.48
june,Brianna  K,Cash,,123.14,0,123.14
june,Andrew S,Cash,,7.95,0,7.95
june,Andrew S,Cash,,7.95,0,7.95
june,Brianna  K,Cash,,81.52,0,81.52
june,Take Out,Credit Card,Visa,21.2,0,21.2
june,Taryn R,Credit Card,Visa,64.03,14,78.03
june,Taryn R,Credit Card,Visa,157.89,30,187.89
june,Taryn R,Credit Card,Visa,60,0,60
june,Taryn R,Cash,,15.95,0,15.95
june,Taryn R,Credit Card,Visa,29.58,0,29.58
june,Taryn R,Credit Card,Visa,34.72,12.28,47
june,Taryn R,Credit Card,Mastercard,4.24,1.75,5.99
june,Taryn R,Credit Card,Visa,44.52,0,44.52
june,Take Out,Credit Card,Visa,100,0,100
june,AM Bar,Credit Card,Discover,38.84,8,46.84
june,AM Bar,Credit Card,Visa,127.94,0,127.94
june,Taryn R,Cash,,24.4,0,24.4
june,Taryn R,Cash,,16.96,0,16.96
june,Taryn R,Cash,,31.78,0,31.78
june,Taryn R,Custom Tender,,26.5,0,26.5
june,Taryn R,Cash,,7.42,0,7.42
june,AM Bar,Cash,,0,0,0
june,AM Bar,Cash,,0,0,0
june,AM Bar,Cash,,28.62,0,28.62
june,Linda B,Credit Card,Amex,39.01,12,51.01
june,AM Bar,Credit Card,Visa,34.35,6,40.35
june,Jess N,Credit Card,Visa,39.12,8,47.12
june,AM Bar,Credit Card,Mastercard,12.5,7.5,20
june,Jenna D,Credit Card,Visa,246.88,0,246.88
june,Linda B,Credit Card,Visa,31.8,0,31.8
june,Jess N,Cash,,187,0,187
june,AM Bar,Credit Card,Amex,18.02,4,22.02
june,AM Bar,Credit Card,Visa,18.02,4,22.02
june,Linda B,Credit Card,Amex,83.64,16,99.64
june,Take Out,Credit Card,Amex,24.38,4,28.38
june,AM Bar,Credit Card,Mastercard,26.49,5,31.49
june,AM Bar,Credit Card,Mastercard,26.49,5,31.49
june,Linda B,Credit Card,Visa,142.45,30,172.45
june,Linda B,Cash,,48.66,0,48.66
june,Linda B,Credit Card,Visa,55.12,12,67.12
june,AM Bar,Credit Card,Visa,63.74,13,76.74
june,Jenna D,Credit Card,Mastercard,62.53,14,76.53
june,AM Bar,Credit Card,Visa,64.02,15,79.02
june,Linda B,Credit Card,Visa,35.94,0,35.94
june,Linda B,Cash,,44.31,0,44.31
june,AM Bar,Cash,,24.08,0,24.08
june,Linda B,Credit Card,Visa,71.98,20,91.98
june,Jess N,Credit Card,Mastercard,57.24,9.76,67
june,AM Bar,Cash,,44.52,0,44.52
june,Jenna D,Credit Card,Amex,42.3,10.7,53
june,Linda B,Credit Card,Visa,66.57,14,80.57
june,Linda B,Cash,,27.51,0,27.51
june,Linda B,Credit Card,Visa,27.51,6,33.51
june,AM Bar,Cash,,64.26,0,64.26
june,AM Bar,Credit Card,Mastercard,60.04,12,72.04
june,Take Out,Cash,,100,0,100
june,Linda B,Credit Card,Amex,16.96,4,20.96
june,Linda B,Credit Card,Visa,16.96,3.5,20.46
june,Jess N,Credit Card,Visa,102.71,0,102.71
june,Take Out,Credit Card,Discover,200,0,200
june,AM Bar,Credit Card,Mastercard,41.56,6,47.56
june,PM Bar,Cash,,9.5,0,9.5
june,PM Bar,Credit Card,Mastercard,11,4,15
june,Take Out,Cash,,0,0,0
june,Linda B,Cash,,60.42,0,60.42
june,PM Bar,Credit Card,Visa,77.71,14,91.71
june,PM Bar,Cash,,110.92,0,110.92
june,Take Out,Cash,,75,0,75
june,Jen V,Credit Card,Discover,60.43,12,72.43
june,PM Bar,Credit Card,Visa,32.43,9,41.43
june,Monica G,Cash,,68.36,0,68.36
june,Andrew S,Credit Card,Visa,58.15,11,69.15
june,Andrew S,Credit Card,Discover,58.15,11,69.15
june,PM Bar,Cash,,11,0,11
june,Monica G,Credit Card,Mastercard,16.96,4,20.96
june,Jen V,Credit Card,Visa,117.4,0,117.4
june,PM Bar,Credit Card,Mastercard,205.27,10,215.27
june,Lisa W,Cash,,53,0,53
june,Jean P,Cash,,37.53,0,37.53
june,PM Bar,Credit Card,Mastercard,69.82,11,80.82
june,Andrew S,Cash,,56.76,0,56.76
june,Andrew S,Cash,,42.3,0,42.3
june,PM Bar,Credit Card,Mastercard,28,0,28
june,Take Out,Credit Card,Visa,68.9,10,78.9
june,PM Bar,Credit Card,Visa,27.17,6,33.17
june,PM Bar,Credit Card,Visa,62.32,20,82.32
june,PM Bar,Credit Card,Visa,8,8,16
june,PM Bar,Credit Card,Visa,23.17,11,34.17
june,Mackenzie W,Credit Card,Amex,68.32,15,83.32
june,Take Out,Credit Card,Visa,47.7,0,47.7
june,Lisa W,Credit Card,Mastercard,3.18,0,3.18
june,Mackenzie W,Credit Card,Visa,152.18,30,182.18
june,Jen V,Credit Card,Visa,107.56,20,127.56
june,Alec M,Credit Card,Amex,70.66,17,87.66
june,Take Out,Credit Card,Visa,101.76,5,106.76
june,PM Bar,Cash,,71.31,0,71.31
june,Jean P,Cash,,82.47,0,82.47
june,Monica G,Credit Card,Visa,111.74,12,123.74
june,Take Out,Credit Card,Visa,75.53,13,88.53
june,Linda B,Credit Card,Mastercard,38.43,12,50.43
june,Take Out,Credit Card,Visa,189.52,0,189.52
june,Alec M,Cash,,53.3,0,53.3
june,Alec M,Cash,,63.11,0,63.11
june,Jean P,Credit Card,Visa,61.64,11,72.64
june,PM Bar,Cash,,26.45,0,26.45
june,Take Out,Credit Card,Visa,100,0,100
june,Lisa W,Credit Card,Mastercard,37.85,7,44.85
june,Lisa W,Credit Card,Visa,37.84,8,45.84
june,Lisa W,Credit Card,Visa,37.83,7,44.83
june,PM Bar,Credit Card,Visa,76.36,20,96.36
june,Mackenzie W,Credit Card,Discover,100.62,19,119.62
june,Jean P,Credit Card,Mastercard,73.18,15,88.18
june,Jen V,Credit Card,Visa,41.51,12,53.51
june,Monica G,Credit Card,Visa,70.46,20,90.46
june,Alec M,Credit Card,Visa,92.27,17,109.27
june,Lisa W,Credit Card,Visa,65.83,12,77.83
june,Take Out,Credit Card,Visa,53,5,58
june,Mackenzie W,Credit Card,Visa,98.62,20,118.62
june,PM Bar,Cash,,11,0,11
june,Andrew S,Credit Card,Visa,140.75,0,140.75
june,PM Bar,Credit Card,Visa,42.9,8,50.9
june,Monica G,Cash,,80.64,0,80.64
june,PM Bar,Credit Card,Mastercard,41.9,5,46.9
june,Take Out,Credit Card,Mastercard,19.08,0,19.08
june,PM Bar,Credit Card,Visa,72.19,15,87.19
june,Monica G,Credit Card,Visa,55.12,10,65.12
june,Lisa W,Credit Card,Visa,79.23,20,99.23
june,Mackenzie W,Credit Card,Mastercard,65.72,0,65.72
june,PM Bar,Credit Card,Visa,76.43,0,76.43
june,Jen V,Cash,,126.34,0,126.34
june,Jen V,Cash,,73.14,0,73.14
june,Monica G,Credit Card,Visa,18,3,21
june,Jean P,Gift Card,,97.94,0,97.94
june,PM Bar,Credit Card,Mastercard,40.95,8,48.95
june,Take Out,Credit Card,Visa,43.46,10,53.46
june,PM Bar,Credit Card,Visa,111.14,25,136.14
june,Jean P,Cash,,167.04,0,167.04
june,Jean P,Credit Card,Amex,168.98,0,168.98
june,Lisa W,Credit Card,Visa,49.86,10,59.86
june,PM Bar,Credit Card,Mastercard,74.52,0,74.52
june,Mackenzie W,Gift Card,,50,0,50
june,Mackenzie W,Cash,,18.9,0,18.9
june,Mackenzie W,Credit Card,Visa,94.56,18,112.56
june,Lisa W,Credit Card,Visa,34.19,5,39.19
june,PM Bar,Cash,,101.46,0,101.46
june,PM Bar,Credit Card,Visa,18.02,0,18.02
june,PM Bar,Credit Card,Mastercard,30.6,10,40.6
june,PM Bar,Credit Card,Mastercard,20.6,0,20.6
june,Monica G,Credit Card,Mastercard,159.2,40.2,199.4
june,Jean P,Credit Card,Visa,38.16,8,46.16
june,Jen V,Credit Card,Visa,212.41,87.59,300
june,PM Bar,Cash,,22,0,22
june,Alec M,Credit Card,Visa,127.5,28,155.5
june,Lisa W,Credit Card,Visa,183.66,41,224.66
june,Mackenzie W,Credit Card,Visa,4.77,0,4.77
june,PM Bar,Credit Card,Mastercard,10,0,10
june,Take Out,Cash,,10.6,0,10.6
june,Lisa W,Credit Card,Mastercard,57.24,13,70.24
june,PM Bar,Cash,,44.22,0,44.22
june,Alec M,Cash,,214.62,0,214.62
june,Lisa W,Credit Card,Visa,66.76,13,79.76
june,Jen V,Cash,,8.48,0,8.48
june,PM Bar,Credit Card,Visa,95.98,20,115.98
june,Andrew S,Credit Card,Amex,35.25,0,35.25
june,Andrew S,Credit Card,Visa,35.25,7,42.25
june,Andrew S,Credit Card,Visa,35.25,7,42.25
june,Andrew S,Credit Card,Mastercard,35.25,10,45.25
june,Andrew S,Credit Card,Visa,35.25,7,42.25
june,PM Bar,Cash,,93.12,0,93.12
june,Lisa W,Credit Card,Visa,97.84,0,97.84
june,Andrew S,Gift Card,,2.06,0,2.06
june,Andrew S,Cash,,9.6,0,9.6
june,Alec M,Cash,,9.01,0,9.01
june,Lisa W,Cash,,90.06,0,90.06
june,PM Bar,Cash,,0,0,0
june,PM Bar,Cash,,0,0,0
june,PM Bar,Cash,,0,0,0
june,PM Bar,Credit Card,Amex,92.65,40,132.65
june,Take Out,Credit Card,Visa,25,0,25
june,AM Bar,Cash,,105.82,0,105.82
june,AM Bar,Credit Card,Visa,24.38,5,29.38
june,AM Bar,Credit Card,Mastercard,45.58,10,55.58
june,AM Bar,Credit Card,Mastercard,26.73,10,36.73
june,AM Bar,Credit Card,Visa,19.56,4,23.56
june,AM Bar,Credit Card,Visa,19.56,4,23.56
june,Jess N,Credit Card,Visa,50.04,0,50.04
june,AM Bar,Cash,,7,0,7
june,AM Bar,Credit Card,Visa,20.9,3,23.9
june,Ashley A,Cash,,188.08,0,188.08
june,Take Out,Cash,,15,0,15
june,AM Bar,Cash,,28,0,28
june,Take Out,Credit Card,Visa,50,0,50
june,Jess N,Credit Card,Amex,121.69,30,151.69
june,AM Bar,Credit Card,Mastercard,80.49,20,100.49
june,AM Bar,Credit Card,Mastercard,45.13,9,54.13
june,Jess N,Cash,,59.36,0,59.36
june,Jess N,Credit Card,Visa,59.36,12,71.36
june,AM Bar,Cash,,32.76,0,32.76
june,AM Bar,Credit Card,Visa,33.08,0,33.08
june,Take Out,Cash,,69.96,0,69.96
june,AM Bar,Cash,,3.08,0,3.08
june,Clay  R,Credit Card,Visa,22,5,27
june,Clay  R,Credit Card,Visa,36.96,7.04,44
june,AM Bar,Credit Card,Mastercard,16.5,2,18.5
june,Clay  R,Credit Card,Visa,20.63,4.37,25
june,Mackenzie W,Cash,,7.25,0,7.25
june,Clay  R,Cash,,16,0,16
june,Clay  R,Credit Card,Mastercard,15,3,18
june,Clay  R,Cash,,9,0,9
june,Clay  R,Cash,,9,0,9
june,Clay  R,Cash,,9,0,9
june,Clay  R,Credit Card,Visa,21.93,5,26.93
june,Clay  R,Credit Card,Visa,15,3,18
june,Clay  R,Credit Card,Amex,14,3,17
june,Clay  R,Credit Card,Mastercard,271.24,0,271.24
june,Clay  R,Credit Card,Mastercard,23,5,28
june,AM Bar,Credit Card,Visa,55.5,10,65.5
june,Jess N,Credit Card,Visa,209.48,41,250.48
june,AM Bar,Credit Card,Visa,3.08,2,5.08
june,Ashley A,Credit Card,Visa,33.92,6.8,40.72
june,Ashley A,Cash,,35.12,0,35.12
june,Ashley A,Credit Card,Mastercard,98.48,20,118.48
june,AM Bar,Cash,,29.58,0,29.58
june,Clay  R,Credit Card,Mastercard,14,3,17
june,AM Bar,Credit Card,Amex,30,7,37
june,AM Bar,Credit Card,Visa,58.46,12,70.46
june,AM Bar,Gift Card,,34.12,0,34.12
june,Clay  R,Cash,,38.06,0,38.06
june,Clay  R,Credit Card,Mastercard,38.06,8,46.06
june,Clay  R,Cash,,33.92,0,33.92
june,Mackenzie W,Cash,,1145.68,0,1145.68
june,AM Bar,Credit Card,Visa,51.8,10,61.8
june,AM Bar,Credit Card,Visa,56.29,0,56.29
june,AM Bar,Cash,,16,0,16
june,AM Bar,Credit Card,Amex,39.01,8,47.01
june,Jenna D,Cash,,1105,0,1105
june,Ashley A,Credit Card,Visa,26.2,0,26.2
june,Ashley A,Credit Card,Visa,26.2,20,46.2
june,Jess N,Credit Card,Mastercard,41.34,9,50.34
june,AM Bar,Cash,,67.04,0,67.04
june,Take Out,Credit Card,Visa,100,0,100
